section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Juliana Kim,"City joins federal policing program; 
Collaboration to provide; 
law enforcement resources; 
to help reduce violent crime",223357,504,24,0,10,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",NA,"Colo., Md. gay rights cases have  important differences",223358,893,33,1,10,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Frederic B. Hill,"Trump 'inept,' 'clumsy' and; 
above all 'insecure'",223359,757,56,2,13,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Robert P. Singh,Signs show we're headed for recession,223360,721,38,0,19,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Jonah Goldberg,Ryan once again cast as pariah,223361,859,87,0,9,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Tom Foster; Inc.,"Believing in Beyond Meat; 
Founder battling climate change; 
with plant protein ignored naysayers",223362,770,60,0,7,0,0,0,0
life and travel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Heidi Stevens,"Why sunrises are better than sunsets; 
Balancing Act",223363,767,60,23,5,0,0,0,0
features,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Glenn Whipp; Lost Angeles Times,What we can expect with 2019 Emmy nominations,223364,664,32,1,6,0,0,0,0
howard,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Janene Holzberg; THE BALTIMORE SUN,"'I knew it was the place'; 
Museum of Howard County History provides unique venue for weddings, showers",223366,1080,54,0,3,1,0,0,0
life and travel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Sloane Brown is a freelance contributor to The Baltimore Sun; THE BALTIMORE SUN,"2019 Captain's Jubilee, the annual fundraising party for Historic Ships in Baltimore",223367,147,6,1,7,0,0,0,0
features,2019-07-21,20190721,"Sun, The (Baltimore, MD)",David Zurawik,"'The Great Hack' has awful news about our personal data; 
Z on TV",223368,1506,58,0,11,0,0,0,1
features,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Chris Kaltenbach,"Comedy icon; 
Carol Burnett got her start on the 'The Garry Moore Show.""; 
She returns to Baltimore ready to answer your questions.",223369,1118,74,0,13,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Doug Sword; CQ-Roll Call,"Refiners fight for butane credit; 
Congress redoing measure in push to close tax loophole",223370,1015,44,0,8,0,0,0,1
howard,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Janene Holzberg,"'I knew it was the place'; 
Museum of Howard County History provides unique venue for weddings, showers",223372,1080,54,0,3,1,0,0,0
life and travel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",NA,"Historic Ships'; 
2019 Captain's Jubilee",223373,309,18,0,0,0,0,0,0
life and travel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Rick Steves,Europe's time-warp homes a door to past,223374,813,37,0,3,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Akira Kyles,Eldersburg teen to compete in national Rubik's Cube tournament,223375,499,25,0,4,0,0,0,0
howard,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Erin Logan,"After medical emergency overseas, local business owners receive financial support via GoFundMe",223376,398,19,1,3,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",NA,Too many methadone clinics in my neighborhood,223377,712,34,1,5,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",NA,National best-sellers,223378,357,27,0,3,0,0,0,0
anne arundel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Angela Roberts; aroberts@capgaznews.com,"Tensions simmering; 
at Annapolis high-rise; 
Residents say management threatens, neglects them",223379,1340,68,0,28,0,0,0,0
life and travel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Jae-Ha Kim; Tribune Content Agency,"'The Boys' actress' 'nerdy' tip for travel; 
CELEBRITY TRAVELER",223380,626,42,0,0,0,0,0,0
life and travel,2019-07-21,20190721,"Sun, The (Baltimore, MD)","Ed Perkins; Tribune Content Agency; 
eperkins@mind.net","Frequent flyer awards improve this year, but ...",223381,646,26,0,5,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Sameer Rao,"Baltimore caregiver rejects criticism; 
of viral dance video",223382,377,16,1,1,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Chris Kaltenbach,Maryland actor Asante Blackk earns Emmy nomination,223383,312,12,0,6,0,0,0,0
features,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Rich Heldenfels; Tribune News Service,Netflix comedy 'Grace and Frankie' returning in 2020,223384,643,41,0,5,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Jill Schlesinger,"Summer scams heating up,; 
so be alert; 
Jill on Money",223385,576,30,0,17,0,0,0,0
life and travel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Christina Tkacik,"Ouzo Beach's fun, millennial vibe offers tasty seafood; 
Ouzo Beach; 
quick bite",223386,548,31,1,5,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Jonathan M. Pitts,"Pioneering a path; 
out of 'the Life'; 
Baltimore nonprofit The Samaritan Women's residential program for sex trafficking victims is first of its kind in Md.",223387,2327,118,1,20,0,0,0,0
features,2019-07-21,20190721,"Sun, The (Baltimore, MD)",NA,Billy Joel,223388,760,43,1,8,0,0,0,0
howard,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Staff reports,Police: Man charged with human trafficking in Howard County,223389,330,15,0,15,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",NA,The good and bad of crime plan,223390,708,37,0,17,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Dan ;Rodricks,"Calvin Ash comes home from prison, 15 years overdue",223391,928,48,1,11,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Katie Walsh; Tribune News Service,"Eisenberg takes journey into the heart of darkness; 
'The Art of Self-Defense' **",223392,579,24,0,9,0,0,0,0
howard,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Christine Condon,"First-degree murder charges dropped against Ellicott City man; 
20-year-old man will face second-degree murder charges for fatal shooting",223394,193,7,0,9,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Angel Wilson,"Rejecting; 
the stigma of; 
lead poisoning",223395,759,55,0,4,0,0,0,0
anne arundel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Naomi Harris,"PG County hospital acquisition finalized; 
Anne Arundel Health System taking over; 
Doctors' Hospital Inc.",223396,604,24,0,3,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,223398,613,57,0,7,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Christopher Dinsmore,The Deadline for Baltimore's Top Workplaces extended until Aug. 9,223399,380,23,6,2,0,0,0,0
anne arundel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Lauren Lumpkin,"Curriculum writers chart the courses; 
200 teachers determine what Anne Arundel's 82,000 students will learn in class",223400,1060,60,0,2,0,0,0,0
features,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Rick Bentley; Tribune News Service,USA's new 'Suits' spinoff fits Torres,223401,680,34,0,5,0,0,0,0
main news,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Michael Phillips,"Taking on conspiracy theories; 
'Sword of Trust' **  1/2",223402,569,27,0,6,0,0,0,0
howard,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Jess Nocera,Soulful Symphony moving July show to October due to director's injuries,223403,266,13,0,1,0,0,0,0
howard,2019-07-21,20190721,"Sun, The (Baltimore, MD)",NA,Calendar,223404,1341,171,3,4,0,0,0,0
anne arundel,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Naomi Harris; nharris@capgaznews.com;twitter.com/NaomiJayHarris,"Vote stalls until Sept.; 
County Council amending fair housing legislation",223405,1070,41,0,7,0,0,0,0
howard,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Jess Nocera,Ball requests smaller school audit,223406,678,23,2,7,20,0,0,0
howard,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Mike Giuliano,"Ellicott City looks good from any angle; 
Art review",223407,706,29,0,6,0,0,0,0
features,2019-07-21,20190721,"Sun, The (Baltimore, MD)",Elizabeth Nonemaker,Vieux Farka Tour̩ brings the sounds of Mali,223408,636,30,0,2,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Rich Heldenfels; Tribune News Service,Many shows don't follow routine schedules anymore,223409,638,36,0,3,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",NA,How re-entries affect tournament strategy,223410,522,29,0,1,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",NA,Mueller's bottom line: Russian election interference still a threat,223411,795,43,0,12,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",McKenna Oxenden and Jessica Anderson,"Charges dropped against security guard; 
Man was accused of posing as officer and raping woman",223412,885,41,3,26,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Amy Dickinson,"Upsetting contact on family vacation; 
Ask Amy",223413,689,44,0,7,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",#NAME?,"Henry C. Galleher, a former teacher and; 
a longtime runner and outdoorsman",223414,451,26,1,1,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Jenelle Riley; Variety,"'The Summer of Try'; 
Unlikely foursome racks up hits while taking show on the road",223416,1033,50,0,3,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",David Zurawik,"'The Great Hack'; 
has awful news about our personal data; 
Z on TV",223417,1506,58,0,11,0,0,0,1
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",David Wilson,"UB should merge with Morgan State, not Coppin State",223418,823,31,0,7,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",NA,NOW PLAYING,223419,634,30,0,5,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",NA,National best-sellers,223420,357,27,0,3,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Chris Kaltenbach ;and Lori Sears,"He's the 'Piano Man'; 
Everything you need to know about Billy Joel and seeing him at Oriole Park",223421,2399,105,2,22,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Aramide Esubi; Tribune Content Agency,"When shopping big sales, go in with a smart strategy; 
Simple Style",223422,587,28,0,3,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Manuel A. Martinez Salgado,Social democracies fail working class,223423,664,30,0,8,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",NA,BSO needs endowment boost - from Hopkins,223424,751,35,1,8,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",John Baesler,Lie detector tests belie the truth,223425,705,29,0,9,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Lorraine Mirabella,"Some Harborplace retailers struggle; 
Report notes declining sales for some key tenants; a third of the property was vacant in June",223426,827,36,0,11,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Mary Carole McCauley,"Museum of Art to receive $5M gift for Matisse center; 
Money from Ruth Carol Fund to be used to design, build facility dedicated to artist and establish endowment for it",223427,518,22,0,10,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",NA,Coming soon,223428,323,31,0,3,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",NA,Keep politicians out of Holocaust curriculum,223429,738,39,1,11,0,0,0,0
health and style,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Phil Galewitz; Kaiser Health,"Reducing drug sticker shock; 
Real-time pricing tool can help some patients get cheaper prescriptions before leaving the doctor's office",223430,1178,50,0,10,0,0,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,223431,589,59,0,9,0,0,0,0
health and style,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Sloane Brown; For The Baltimore Sun,'Chic and modern',223433,112,5,1,3,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Jacques Kelly,"Deborah A. Christhilf; 
Recalled as a woman who gave herself to her family and friends, also had routine of feeding animals outside",223434,707,62,0,3,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",#NAME?,"Mary E. Daly, real estate specialist",223435,263,22,0,1,0,0,0,0
main news,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Phil Davis,"No charges to be filed against cops in 3 cases; 
State's attorney clears police officers in 2018 shootings",223436,562,22,0,5,0,1,0,0
other,2019-07-25,20190725,"Sun, The (Baltimore, MD)",Oyin Adedoyin,Bringing 'Carmen' into the 21st century,223437,821,39,0,7,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",Dan ;Rodricks,"If you don't see Trump's racism, I can't help you",223438,954,49,0,17,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",NA,"Emmy snub of 'Power' is racial, 50 Cent says; 
CELEBRITIES; 
Tribune news services",223439,443,39,1,3,1,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,223440,612,56,1,8,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",NA,Food as a weapon against the poor,223442,827,45,0,8,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",NA,"Assault video stirs passions, not necessarily solutions",223443,751,36,0,20,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",Phil Davis,"3 guilty; 
in prison smuggling scheme",223444,528,22,1,17,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",Jessica Anderson;and Ian Duncan,"ACLU 'flabbergasted' by gag order claim; 
Baltimore solicitor says city ended nondisparagement lawsuit policy two years ago",223445,640,32,1,11,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",NA,"NYC police seek 2 shooters in Brooklyn playground shooting; 
NEWS BRIEFING; 
Staff and news services; 
Attorney: Hunger-striking immigrants forced to hydrate; 
More than 60 killed in Nigeria extremist attack on villagers; 
7 Israeli teenagers freed after woman recants rape report; 
Searchers find body that may be missing Ore. child; 
Hong Kong police fire rubber bullets, gas at crowds",223447,1035,48,6,17,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",David A. Plymyer,A conflict of interest in Baltimore County,223449,747,35,0,31,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",Amy Dickinson,"She fears running into former abuser; 
Ask Amy",223450,732,49,0,12,0,0,0,0
main news,2019-07-29,20190729,"Sun, The (Baltimore, MD)",NA,We can't count on the school board for the best Holocaust curriculum,223451,807,31,2,7,0,0,0,0
wknd,2019-08-02,20190802,"Sun, The (Baltimore, MD)",NA,NOW PLAYING,223452,624,27,0,3,0,0,0,0
wknd,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Rich Heldenfels; Tribune News Service,'DWTS' returns this fall with reported 'fun format changes',223454,583,41,0,6,0,0,0,0
wknd,2019-08-02,20190802,"Sun, The (Baltimore, MD)",NA,Coming soon,223456,333,32,0,4,0,0,0,0
wknd,2019-08-02,20190802,"Sun, The (Baltimore, MD)","Poker;coach; Jonathan Little is a professional poker player and coach with more than $6 million in live tournament earnings. For more information on Jonathan, check out JonathanLittlePoker.com, and follow him on Twitter @JonathanLittle.","The semi-bluff is; 
a valuable weapon",223458,614,28,0,2,0,0,0,0
wknd,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Sameer Rao,"Baltimore punk rock; 
One man's story in 5 artifacts",223459,1415,60,2,1,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,"Retro Baltimore; 
Trivia Question",223460,97,6,1,0,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Doug Donovan;and Luke Broadwater,"Baltimore does not receive 'billions' Trump says city wastes, steals",223461,374,15,0,2,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Cody Boteler,Bloede Dam removal project in Patapsco Valley State Park done,223462,626,24,0,8,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Jessica Anderson ;and Jeff Barker,"Cummings' home burglarized; 
hours before Trump's first tweets",223463,363,23,2,11,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Jacques Kelly,"Heading out in '70s, journey was half the fun",223464,265,14,0,1,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",NA,Two Democrats we need to hear more from: Jay Inslee and Andrew Yang,223465,752,36,0,15,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Laura Black,An emergency colostomy was not on my to-do list,223466,756,58,0,10,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Phil Davis,Man charged in Essex double homicide,223467,173,8,1,3,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Kevin Rector;and Jessica Anderson,"90 face chargeson guns, drugs; 
Feds indict members; 
of alleged drug crews in effort to stem violence",223468,1497,55,0,36,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Jessica Anderson,"Baltimore Police lieutenant suspended amid internal probe, spokesman says",223470,323,19,1,10,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Colin Campbell,"Lime, Spin, Bolt, Jump in; 
Baltimore awards dockless scooter, bike permits to 4 companies - but not Bird",223471,708,32,0,4,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",Edward Hoyt,"This weekend,; 
I found out I'm sub-human,; 
per the president",223472,730,51,0,11,0,0,0,0
main news,2019-08-02,20190802,"Sun, The (Baltimore, MD)",NA,Pat McDonough: Baltimore needs a 'Solutions Summit' instead of finger-pointing,223473,709,47,0,12,0,0,0,0
